voice,face,label
id10017\28.wav,id10036\5.jpg,0
id10030\10.wav,id10016\12.jpg,0
id10044\7.wav,id10044\14.jpg,1
id10019\28.wav,id10019\11.jpg,1
id10045\30.wav,id10045\8.jpg,1
id10006\20.wav,id10032\25.jpg,0
id10039\18.wav,id10039\25.jpg,1
id10048\20.wav,id10021\15.jpg,0
id10039\14.wav,id10050\30.jpg,0
id10049\24.wav,id10049\12.jpg,1
id10011\8.wav,id10011\23.jpg,1
id10043\6.wav,id10043\20.jpg,1
id10035\15.wav,id10040\26.jpg,0
id10035\8.wav,id10035\14.jpg,1
id10031\13.wav,id10031\8.jpg,1
id10024\10.wav,id10024\24.jpg,1
id10010\26.wav,id10022\26.jpg,0
id10017\25.wav,id10014\18.jpg,0
id10037\25.wav,id10037\21.jpg,1
id10048\11.wav,id10048\9.jpg,1
id10050\7.wav,id10030\10.jpg,0
id10024\9.wav,id10033\15.jpg,0
id10023\13.wav,id10037\30.jpg,0
id10039\23.wav,id10039\26.jpg,1
id10047\13.wav,id10052\29.jpg,0
id10044\21.wav,id10052\6.jpg,0
id10023\10.wav,id10027\19.jpg,0
id10020\15.wav,id10020\11.jpg,1
id10017\4.wav,id10039\13.jpg,0
id10020\25.wav,id10042\17.jpg,0
id10015\29.wav,id10009\27.jpg,0
id10033\11.wav,id10025\6.jpg,0
id10014\8.wav,id10014\12.jpg,1
id10031\3.wav,id10020\14.jpg,0
id10039\4.wav,id10039\16.jpg,1
id10012\7.wav,id10012\26.jpg,1
id10055\7.wav,id10012\9.jpg,0
id10029\12.wav,id10029\21.jpg,1
id10046\20.wav,id10046\28.jpg,1
id10044\14.wav,id10044\30.jpg,1
id10042\28.wav,id10042\15.jpg,1
id10054\13.wav,id10054\24.jpg,1
id10018\10.wav,id10029\26.jpg,0
id10053\15.wav,id10053\18.jpg,1
id10051\28.wav,id10051\12.jpg,1
id10010\22.wav,id10025\14.jpg,0
id10053\4.wav,id10053\20.jpg,1
id10029\24.wav,id10013\14.jpg,0
id10006\7.wav,id10020\27.jpg,0
id10029\7.wav,id10029\24.jpg,1
id10024\3.wav,id10052\4.jpg,0
id10017\19.wav,id10045\23.jpg,0
id10051\23.wav,id10013\12.jpg,0
id10038\11.wav,id10048\13.jpg,0
id10049\12.wav,id10016\13.jpg,0
id10034\20.wav,id10044\30.jpg,0
id10031\4.wav,id10031\15.jpg,1
id10031\23.wav,id10026\21.jpg,0
id10043\10.wav,id10043\25.jpg,1
id10019\7.wav,id10010\6.jpg,0
id10023\3.wav,id10008\29.jpg,0
id10051\21.wav,id10030\16.jpg,0
id10006\24.wav,id10015\1.jpg,0
id10037\6.wav,id10037\19.jpg,1
id10043\28.wav,id10043\26.jpg,1
id10019\10.wav,id10019\4.jpg,1
id10018\18.wav,id10037\3.jpg,0
id10015\30.wav,id10015\30.jpg,1
id10034\20.wav,id10034\17.jpg,1
id10026\15.wav,id10021\5.jpg,0
id10048\26.wav,id10048\6.jpg,1
id10006\17.wav,id10044\27.jpg,0
id10046\14.wav,id10027\21.jpg,0
id10044\26.wav,id10053\27.jpg,0
id10035\10.wav,id10044\21.jpg,0
id10013\17.wav,id10013\22.jpg,1
id10024\8.wav,id10024\8.jpg,1
id10046\16.wav,id10006\12.jpg,0
id10015\27.wav,id10034\21.jpg,0
id10035\7.wav,id10043\20.jpg,0
id10027\4.wav,id10006\10.jpg,0
id10041\13.wav,id10041\22.jpg,1
id10006\16.wav,id10040\2.jpg,0
id10047\22.wav,id10047\1.jpg,1
id10015\4.wav,id10045\4.jpg,0
id10009\15.wav,id10041\6.jpg,0
id10043\6.wav,id10017\2.jpg,0
id10009\19.wav,id10049\6.jpg,0
id10042\13.wav,id10042\2.jpg,1
id10039\20.wav,id10039\1.jpg,1
id10036\26.wav,id10036\2.jpg,1
id10045\8.wav,id10045\5.jpg,1
id10035\3.wav,id10008\15.jpg,0
id10008\16.wav,id10008\16.jpg,1
id10027\27.wav,id10045\9.jpg,0
id10023\9.wav,id10029\23.jpg,0
id10055\23.wav,id10008\14.jpg,0
id10023\28.wav,id10023\13.jpg,1
id10023\20.wav,id10046\8.jpg,0
id10051\13.wav,id10031\14.jpg,0
id10007\9.wav,id10009\27.jpg,0
id10020\6.wav,id10020\28.jpg,1
id10049\22.wav,id10050\5.jpg,0
id10047\7.wav,id10036\19.jpg,0
id10017\6.wav,id10048\11.jpg,0
id10009\28.wav,id10009\20.jpg,1
id10037\6.wav,id10022\4.jpg,0
id10015\23.wav,id10015\11.jpg,1
id10036\15.wav,id10036\16.jpg,1
id10037\11.wav,id10033\7.jpg,0
id10015\5.wav,id10053\12.jpg,0
id10052\9.wav,id10052\15.jpg,1
id10040\18.wav,id10040\7.jpg,1
id10008\1.wav,id10029\1.jpg,0
id10016\5.wav,id10007\24.jpg,0
id10050\28.wav,id10050\18.jpg,1
id10033\12.wav,id10033\18.jpg,1
id10045\22.wav,id10042\17.jpg,0
id10032\19.wav,id10032\20.jpg,1
id10021\27.wav,id10051\28.jpg,0
id10021\17.wav,id10007\22.jpg,0
id10017\20.wav,id10048\4.jpg,0
id10023\29.wav,id10023\2.jpg,1
id10016\15.wav,id10023\12.jpg,0
id10038\15.wav,id10038\28.jpg,1
id10037\26.wav,id10040\26.jpg,0
id10048\14.wav,id10025\4.jpg,0
id10025\10.wav,id10023\25.jpg,0
id10007\10.wav,id10036\5.jpg,0
id10006\23.wav,id10006\23.jpg,1
id10049\7.wav,id10049\2.jpg,1
id10045\17.wav,id10045\15.jpg,1
id10044\22.wav,id10035\27.jpg,0
id10007\8.wav,id10007\20.jpg,1
id10028\14.wav,id10028\24.jpg,1
id10035\21.wav,id10035\20.jpg,1
id10014\14.wav,id10014\29.jpg,1
id10032\30.wav,id10032\16.jpg,1
id10006\28.wav,id10031\27.jpg,0
id10045\29.wav,id10045\25.jpg,1
id10032\22.wav,id10032\23.jpg,1
id10044\13.wav,id10039\24.jpg,0
id10023\4.wav,id10039\15.jpg,0
id10016\14.wav,id10054\18.jpg,0
id10051\18.wav,id10007\11.jpg,0
id10010\16.wav,id10007\14.jpg,0
id10018\24.wav,id10008\23.jpg,0
id10011\20.wav,id10007\7.jpg,0
id10042\4.wav,id10042\7.jpg,1
id10046\12.wav,id10046\13.jpg,1
id10028\14.wav,id10028\5.jpg,1
id10016\2.wav,id10016\13.jpg,1
id10046\12.wav,id10046\15.jpg,1
id10018\7.wav,id10043\7.jpg,0
id10043\4.wav,id10017\7.jpg,0
id10029\3.wav,id10029\29.jpg,1
id10028\23.wav,id10036\28.jpg,0
id10033\19.wav,id10033\20.jpg,1
id10054\14.wav,id10020\18.jpg,0
id10010\25.wav,id10024\30.jpg,0
id10013\18.wav,id10013\2.jpg,1
id10040\27.wav,id10040\18.jpg,1
id10020\28.wav,id10043\22.jpg,0
id10012\7.wav,id10012\24.jpg,1
id10046\8.wav,id10052\24.jpg,0
id10043\15.wav,id10043\2.jpg,1
id10044\13.wav,id10044\8.jpg,1
id10008\9.wav,id10008\8.jpg,1
id10047\29.wav,id10031\22.jpg,0
id10031\16.wav,id10039\17.jpg,0
id10027\20.wav,id10046\23.jpg,0
id10010\14.wav,id10010\23.jpg,1
id10011\23.wav,id10011\20.jpg,1
id10040\22.wav,id10032\8.jpg,0
id10010\22.wav,id10010\24.jpg,1
id10035\18.wav,id10035\4.jpg,1
id10007\25.wav,id10007\23.jpg,1
id10020\12.wav,id10020\7.jpg,1
id10015\25.wav,id10045\24.jpg,0
id10052\28.wav,id10052\10.jpg,1
id10029\17.wav,id10046\8.jpg,0
id10049\25.wav,id10049\11.jpg,1
id10011\11.wav,id10027\11.jpg,0
id10018\30.wav,id10018\9.jpg,1
id10048\27.wav,id10048\30.jpg,1
id10009\25.wav,id10009\2.jpg,1
id10007\19.wav,id10025\19.jpg,0
id10045\19.wav,id10045\7.jpg,1
id10039\7.wav,id10039\4.jpg,1
id10042\20.wav,id10006\9.jpg,0
id10016\10.wav,id10050\29.jpg,0
id10054\14.wav,id10054\29.jpg,1
id10007\23.wav,id10007\13.jpg,1
id10023\8.wav,id10023\15.jpg,1
id10036\22.wav,id10024\14.jpg,0
id10016\16.wav,id10012\1.jpg,0
id10019\19.wav,id10022\3.jpg,0
id10025\29.wav,id10034\12.jpg,0
id10007\15.wav,id10018\8.jpg,0
id10014\15.wav,id10031\25.jpg,0
id10055\19.wav,id10055\9.jpg,1
id10033\21.wav,id10033\22.jpg,1
id10051\21.wav,id10007\11.jpg,0
id10051\13.wav,id10051\22.jpg,1
id10020\5.wav,id10020\4.jpg,1
id10046\23.wav,id10046\29.jpg,1
id10019\22.wav,id10028\8.jpg,0
id10031\17.wav,id10049\9.jpg,0
id10014\29.wav,id10014\29.jpg,1
id10034\10.wav,id10042\30.jpg,0
id10011\24.wav,id10026\5.jpg,0
id10011\22.wav,id10011\16.jpg,1
id10038\25.wav,id10017\7.jpg,0
id10023\8.wav,id10023\12.jpg,1
id10006\12.wav,id10054\13.jpg,0
id10030\18.wav,id10030\11.jpg,1
id10030\7.wav,id10030\7.jpg,1
id10041\11.wav,id10046\4.jpg,0
id10025\19.wav,id10043\4.jpg,0
id10047\16.wav,id10020\20.jpg,0
id10054\26.wav,id10054\10.jpg,1
id10040\16.wav,id10040\18.jpg,1
id10053\7.wav,id10050\15.jpg,0
id10018\30.wav,id10018\1.jpg,1
id10023\30.wav,id10030\26.jpg,0
id10012\21.wav,id10012\10.jpg,1
id10008\27.wav,id10008\9.jpg,1
id10021\26.wav,id10043\29.jpg,0
id10030\19.wav,id10030\22.jpg,1
id10012\29.wav,id10012\28.jpg,1
id10047\7.wav,id10047\11.jpg,1
id10015\2.wav,id10015\16.jpg,1
id10042\20.wav,id10042\12.jpg,1
id10046\27.wav,id10007\16.jpg,0
id10030\23.wav,id10030\26.jpg,1
id10032\16.wav,id10009\27.jpg,0
id10033\18.wav,id10051\28.jpg,0
id10027\1.wav,id10027\8.jpg,1
id10011\11.wav,id10011\16.jpg,1
id10029\17.wav,id10029\6.jpg,1
id10054\23.wav,id10006\5.jpg,0
id10050\21.wav,id10026\27.jpg,0
id10027\4.wav,id10027\23.jpg,1
id10018\9.wav,id10018\18.jpg,1
id10019\26.wav,id10053\21.jpg,0
id10023\6.wav,id10023\20.jpg,1
id10026\28.wav,id10015\25.jpg,0
id10010\19.wav,id10010\28.jpg,1
id10052\15.wav,id10052\30.jpg,1
id10014\30.wav,id10014\6.jpg,1
id10018\9.wav,id10018\9.jpg,1
id10008\8.wav,id10008\13.jpg,1
id10030\6.wav,id10024\30.jpg,0
id10026\23.wav,id10036\30.jpg,0
id10015\13.wav,id10031\6.jpg,0
id10031\9.wav,id10031\22.jpg,1
id10051\11.wav,id10051\16.jpg,1
id10032\21.wav,id10037\12.jpg,0
id10051\28.wav,id10024\2.jpg,0
id10037\3.wav,id10028\6.jpg,0
id10014\4.wav,id10029\2.jpg,0
id10013\7.wav,id10020\30.jpg,0
id10015\5.wav,id10015\2.jpg,1
id10047\14.wav,id10038\10.jpg,0
id10016\3.wav,id10016\28.jpg,1
id10049\7.wav,id10031\15.jpg,0
id10009\3.wav,id10009\24.jpg,1
id10053\10.wav,id10053\28.jpg,1
id10011\19.wav,id10011\15.jpg,1
id10035\28.wav,id10055\30.jpg,0
id10025\8.wav,id10025\1.jpg,1
id10029\5.wav,id10029\4.jpg,1
id10030\15.wav,id10037\10.jpg,0
id10055\6.wav,id10052\4.jpg,0
id10015\16.wav,id10015\4.jpg,1
id10049\4.wav,id10012\2.jpg,0
id10016\5.wav,id10016\18.jpg,1
id10038\17.wav,id10045\5.jpg,0
id10024\7.wav,id10044\24.jpg,0
id10045\6.wav,id10045\20.jpg,1
id10008\7.wav,id10008\24.jpg,1
id10008\25.wav,id10008\6.jpg,1
id10044\14.wav,id10007\10.jpg,0
id10050\10.wav,id10050\24.jpg,1
id10020\30.wav,id10015\11.jpg,0
id10043\11.wav,id10030\17.jpg,0
id10048\23.wav,id10041\7.jpg,0
id10030\1.wav,id10017\4.jpg,0
id10031\22.wav,id10031\26.jpg,1
id10043\2.wav,id10047\23.jpg,0
id10018\11.wav,id10018\6.jpg,1
id10008\19.wav,id10008\15.jpg,1
id10029\23.wav,id10029\17.jpg,1
id10009\16.wav,id10009\15.jpg,1
id10047\11.wav,id10047\18.jpg,1
id10022\18.wav,id10022\10.jpg,1
id10026\9.wav,id10022\1.jpg,0
id10018\12.wav,id10018\8.jpg,1
id10020\27.wav,id10025\1.jpg,0
id10035\2.wav,id10032\7.jpg,0
id10046\2.wav,id10046\29.jpg,1
id10049\13.wav,id10049\15.jpg,1
id10040\1.wav,id10034\6.jpg,0
id10053\13.wav,id10015\25.jpg,0
id10009\16.wav,id10009\3.jpg,1
id10036\24.wav,id10036\8.jpg,1
id10007\25.wav,id10007\10.jpg,1
id10029\3.wav,id10044\14.jpg,0
id10039\23.wav,id10039\4.jpg,1
id10014\4.wav,id10014\10.jpg,1
id10022\19.wav,id10022\29.jpg,1
id10045\14.wav,id10045\6.jpg,1
id10007\16.wav,id10007\17.jpg,1
id10021\9.wav,id10021\27.jpg,1
id10052\23.wav,id10052\27.jpg,1
id10032\2.wav,id10025\6.jpg,0
id10017\23.wav,id10017\19.jpg,1
id10022\16.wav,id10018\14.jpg,0
id10013\28.wav,id10013\15.jpg,1
id10011\28.wav,id10026\1.jpg,0
id10006\8.wav,id10030\10.jpg,0
id10016\25.wav,id10028\16.jpg,0
id10007\24.wav,id10007\27.jpg,1
id10054\21.wav,id10054\13.jpg,1
id10048\20.wav,id10048\11.jpg,1
id10021\9.wav,id10021\16.jpg,1
id10006\26.wav,id10006\21.jpg,1
id10017\29.wav,id10040\18.jpg,0
id10053\7.wav,id10035\9.jpg,0
id10024\2.wav,id10024\1.jpg,1
id10007\23.wav,id10029\7.jpg,0
id10027\3.wav,id10009\8.jpg,0
id10052\11.wav,id10052\16.jpg,1
id10023\18.wav,id10009\18.jpg,0
id10029\15.wav,id10029\4.jpg,1
id10024\22.wav,id10019\27.jpg,0
id10024\21.wav,id10044\22.jpg,0
id10035\21.wav,id10051\4.jpg,0
id10048\10.wav,id10048\12.jpg,1
id10033\30.wav,id10033\25.jpg,1
id10038\19.wav,id10038\4.jpg,1
id10030\5.wav,id10018\14.jpg,0
id10055\8.wav,id10055\16.jpg,1
id10011\10.wav,id10045\18.jpg,0
id10030\14.wav,id10030\5.jpg,1
id10047\25.wav,id10047\27.jpg,1
id10055\24.wav,id10054\15.jpg,0
id10021\17.wav,id10034\3.jpg,0
id10044\4.wav,id10017\23.jpg,0
id10048\24.wav,id10048\3.jpg,1
id10039\8.wav,id10039\17.jpg,1
id10041\23.wav,id10041\2.jpg,1
id10039\11.wav,id10039\23.jpg,1
id10007\6.wav,id10048\25.jpg,0
id10013\17.wav,id10013\14.jpg,1
id10017\20.wav,id10017\19.jpg,1
id10036\1.wav,id10016\22.jpg,0
id10015\6.wav,id10015\30.jpg,1
id10026\18.wav,id10026\3.jpg,1
id10029\8.wav,id10028\19.jpg,0
id10043\4.wav,id10043\10.jpg,1
id10018\15.wav,id10018\2.jpg,1
id10021\2.wav,id10021\9.jpg,1
id10037\2.wav,id10027\22.jpg,0
id10050\27.wav,id10050\8.jpg,1
id10045\10.wav,id10030\12.jpg,0
id10054\8.wav,id10054\8.jpg,1
id10019\17.wav,id10036\23.jpg,0
id10050\4.wav,id10050\30.jpg,1
id10025\26.wav,id10025\28.jpg,1
id10020\19.wav,id10011\4.jpg,0
id10011\12.wav,id10052\22.jpg,0
id10027\28.wav,id10029\19.jpg,0
id10020\3.wav,id10020\17.jpg,1
id10033\29.wav,id10033\5.jpg,1
id10039\23.wav,id10042\17.jpg,0
id10039\26.wav,id10007\18.jpg,0
id10009\17.wav,id10042\17.jpg,0
id10018\6.wav,id10018\10.jpg,1
id10050\14.wav,id10050\16.jpg,1
id10027\27.wav,id10045\3.jpg,0
id10011\19.wav,id10011\17.jpg,1
id10041\4.wav,id10032\22.jpg,0
id10048\23.wav,id10014\7.jpg,0
id10015\3.wav,id10015\11.jpg,1
id10030\26.wav,id10016\19.jpg,0
id10036\3.wav,id10036\15.jpg,1
id10054\16.wav,id10054\11.jpg,1
id10031\14.wav,id10053\4.jpg,0
id10031\16.wav,id10050\13.jpg,0
id10024\30.wav,id10024\27.jpg,1
id10006\10.wav,id10006\22.jpg,1
id10026\6.wav,id10019\30.jpg,0
id10011\20.wav,id10027\22.jpg,0
id10036\18.wav,id10022\19.jpg,0
id10032\11.wav,id10032\30.jpg,1
id10006\3.wav,id10006\26.jpg,1
id10052\2.wav,id10018\29.jpg,0
id10055\17.wav,id10055\14.jpg,1
id10040\19.wav,id10033\16.jpg,0
id10010\16.wav,id10010\24.jpg,1
id10019\30.wav,id10052\2.jpg,0
id10030\2.wav,id10038\24.jpg,0
id10017\27.wav,id10017\26.jpg,1
id10023\8.wav,id10048\1.jpg,0
id10045\21.wav,id10030\18.jpg,0
id10027\17.wav,id10027\12.jpg,1
id10041\24.wav,id10041\4.jpg,1
id10033\17.wav,id10025\16.jpg,0
id10028\12.wav,id10028\4.jpg,1
id10051\15.wav,id10051\15.jpg,1
id10011\11.wav,id10023\21.jpg,0
id10042\19.wav,id10042\9.jpg,1
id10024\16.wav,id10017\30.jpg,0
id10039\13.wav,id10010\20.jpg,0
id10013\4.wav,id10027\18.jpg,0
id10015\30.wav,id10015\18.jpg,1
id10010\4.wav,id10010\9.jpg,1
id10033\20.wav,id10016\26.jpg,0
id10054\19.wav,id10054\23.jpg,1
id10047\16.wav,id10007\26.jpg,0
id10049\5.wav,id10024\12.jpg,0
id10024\17.wav,id10026\25.jpg,0
id10039\13.wav,id10051\8.jpg,0
id10025\6.wav,id10024\29.jpg,0
id10049\5.wav,id10019\13.jpg,0
id10034\1.wav,id10034\12.jpg,1
id10039\25.wav,id10039\4.jpg,1
id10043\23.wav,id10043\4.jpg,1
id10025\1.wav,id10013\19.jpg,0
id10013\29.wav,id10013\16.jpg,1
id10022\18.wav,id10022\7.jpg,1
id10035\28.wav,id10009\18.jpg,0
id10044\5.wav,id10046\17.jpg,0
id10019\30.wav,id10019\29.jpg,1
id10048\25.wav,id10048\12.jpg,1
id10044\8.wav,id10044\20.jpg,1
id10027\13.wav,id10033\14.jpg,0
id10049\29.wav,id10049\7.jpg,1
id10019\23.wav,id10042\19.jpg,0
id10019\27.wav,id10019\27.jpg,1
id10011\11.wav,id10011\5.jpg,1
id10007\2.wav,id10036\6.jpg,0
id10018\20.wav,id10018\19.jpg,1
id10051\20.wav,id10007\26.jpg,0
id10055\13.wav,id10053\14.jpg,0
id10055\2.wav,id10012\30.jpg,0
id10027\29.wav,id10055\1.jpg,0
id10025\23.wav,id10034\27.jpg,0
id10018\15.wav,id10026\26.jpg,0
id10054\26.wav,id10054\18.jpg,1
id10027\15.wav,id10027\27.jpg,1
id10028\14.wav,id10028\20.jpg,1
id10030\4.wav,id10037\3.jpg,0
id10045\3.wav,id10045\15.jpg,1
id10040\29.wav,id10040\10.jpg,1
id10052\7.wav,id10031\14.jpg,0
id10027\24.wav,id10027\17.jpg,1
id10012\6.wav,id10036\28.jpg,0
id10029\5.wav,id10049\28.jpg,0
id10017\11.wav,id10017\29.jpg,1
id10052\19.wav,id10039\14.jpg,0
id10023\9.wav,id10023\20.jpg,1
id10026\1.wav,id10018\24.jpg,0
id10017\2.wav,id10048\23.jpg,0
id10047\25.wav,id10047\28.jpg,1
id10047\26.wav,id10036\18.jpg,0
id10007\1.wav,id10007\21.jpg,1
id10007\24.wav,id10013\22.jpg,0
id10033\27.wav,id10018\2.jpg,0
id10036\11.wav,id10034\15.jpg,0
id10015\6.wav,id10015\11.jpg,1
id10028\8.wav,id10028\17.jpg,1
id10018\2.wav,id10018\17.jpg,1
id10021\21.wav,id10021\24.jpg,1
id10042\3.wav,id10042\7.jpg,1
id10034\16.wav,id10033\19.jpg,0
id10040\26.wav,id10033\4.jpg,0
id10040\14.wav,id10041\2.jpg,0
id10024\1.wav,id10029\12.jpg,0
id10022\10.wav,id10022\4.jpg,1
id10013\30.wav,id10013\11.jpg,1
id10018\19.wav,id10012\27.jpg,0
id10052\28.wav,id10043\8.jpg,0
id10022\5.wav,id10022\6.jpg,1
id10016\2.wav,id10038\10.jpg,0
id10008\7.wav,id10009\21.jpg,0
id10045\16.wav,id10045\20.jpg,1
id10052\25.wav,id10052\15.jpg,1
id10034\17.wav,id10034\2.jpg,1
id10030\27.wav,id10030\14.jpg,1
id10039\2.wav,id10039\16.jpg,1
id10033\7.wav,id10033\15.jpg,1
id10043\19.wav,id10026\1.jpg,0
id10046\24.wav,id10046\14.jpg,1
id10024\23.wav,id10051\10.jpg,0
id10028\30.wav,id10022\30.jpg,0
id10018\3.wav,id10053\3.jpg,0
id10030\13.wav,id10030\2.jpg,1
id10012\28.wav,id10042\29.jpg,0
id10025\5.wav,id10011\10.jpg,0
id10021\8.wav,id10011\10.jpg,0
id10033\28.wav,id10043\22.jpg,0
id10029\24.wav,id10053\26.jpg,0
id10025\3.wav,id10050\21.jpg,0
id10009\25.wav,id10050\4.jpg,0
id10043\17.wav,id10042\12.jpg,0
id10010\8.wav,id10054\19.jpg,0
id10022\6.wav,id10022\17.jpg,1
id10053\16.wav,id10053\25.jpg,1
id10044\3.wav,id10011\14.jpg,0
id10055\24.wav,id10055\28.jpg,1
id10022\19.wav,id10022\16.jpg,1
id10020\19.wav,id10013\26.jpg,0
id10032\28.wav,id10027\28.jpg,0
id10043\5.wav,id10043\25.jpg,1
id10050\18.wav,id10050\8.jpg,1
id10017\3.wav,id10017\9.jpg,1
id10021\4.wav,id10055\21.jpg,0
id10037\25.wav,id10031\8.jpg,0
id10012\19.wav,id10038\20.jpg,0
id10019\11.wav,id10055\3.jpg,0
id10048\27.wav,id10011\4.jpg,0
id10047\12.wav,id10038\25.jpg,0
id10045\5.wav,id10045\11.jpg,1
id10010\2.wav,id10010\15.jpg,1
id10037\21.wav,id10017\24.jpg,0
id10025\19.wav,id10027\9.jpg,0
id10039\13.wav,id10039\10.jpg,1
id10052\21.wav,id10025\20.jpg,0
id10028\16.wav,id10046\28.jpg,0
id10031\19.wav,id10054\25.jpg,0
id10049\8.wav,id10049\24.jpg,1
id10054\30.wav,id10054\11.jpg,1
id10039\7.wav,id10039\2.jpg,1
id10032\30.wav,id10032\18.jpg,1
id10052\28.wav,id10052\5.jpg,1
id10043\1.wav,id10040\16.jpg,0
id10009\20.wav,id10025\9.jpg,0
id10037\18.wav,id10030\26.jpg,0
id10030\13.wav,id10030\24.jpg,1
id10043\6.wav,id10044\18.jpg,0
id10016\10.wav,id10016\13.jpg,1
id10014\13.wav,id10014\5.jpg,1
id10025\20.wav,id10025\17.jpg,1
id10037\20.wav,id10054\2.jpg,0
id10027\10.wav,id10027\2.jpg,1
id10012\30.wav,id10012\26.jpg,1
id10035\26.wav,id10036\27.jpg,0
id10047\30.wav,id10047\1.jpg,1
id10012\5.wav,id10012\23.jpg,1
id10045\15.wav,id10015\12.jpg,0
id10029\14.wav,id10006\3.jpg,0
id10043\11.wav,id10031\27.jpg,0
id10043\11.wav,id10043\25.jpg,1
id10019\5.wav,id10053\22.jpg,0
id10038\17.wav,id10038\21.jpg,1
id10027\13.wav,id10034\4.jpg,0
id10016\20.wav,id10026\20.jpg,0
id10015\18.wav,id10041\19.jpg,0
id10043\25.wav,id10043\15.jpg,1
id10023\15.wav,id10051\2.jpg,0
id10039\27.wav,id10031\28.jpg,0
id10010\11.wav,id10025\5.jpg,0
id10042\10.wav,id10007\16.jpg,0
id10010\8.wav,id10010\23.jpg,1
id10053\16.wav,id10034\1.jpg,0
id10050\30.wav,id10051\30.jpg,0
id10038\30.wav,id10023\9.jpg,0
id10045\14.wav,id10045\10.jpg,1
id10032\12.wav,id10049\13.jpg,0
id10054\16.wav,id10054\1.jpg,1
id10023\13.wav,id10020\30.jpg,0
id10013\8.wav,id10013\6.jpg,1
id10020\12.wav,id10023\17.jpg,0
id10035\10.wav,id10035\1.jpg,1
id10045\3.wav,id10045\3.jpg,1
id10042\29.wav,id10042\7.jpg,1
id10044\9.wav,id10041\1.jpg,0
id10053\21.wav,id10053\8.jpg,1
id10040\13.wav,id10013\7.jpg,0
id10047\4.wav,id10047\8.jpg,1
id10035\19.wav,id10043\13.jpg,0
id10039\19.wav,id10039\15.jpg,1
id10036\9.wav,id10036\15.jpg,1
id10030\1.wav,id10021\14.jpg,0
id10009\2.wav,id10009\8.jpg,1
id10048\22.wav,id10011\22.jpg,0
id10051\17.wav,id10051\4.jpg,1
id10010\6.wav,id10055\7.jpg,0
id10020\23.wav,id10020\10.jpg,1
id10047\29.wav,id10046\17.jpg,0
id10039\3.wav,id10034\11.jpg,0
id10049\5.wav,id10049\30.jpg,1
id10016\8.wav,id10016\17.jpg,1
id10043\30.wav,id10043\21.jpg,1
id10008\22.wav,id10034\25.jpg,0
id10024\3.wav,id10024\13.jpg,1
id10029\13.wav,id10039\19.jpg,0
id10053\22.wav,id10026\10.jpg,0
id10020\27.wav,id10033\1.jpg,0
id10024\2.wav,id10017\3.jpg,0
id10023\25.wav,id10023\21.jpg,1
id10013\19.wav,id10052\14.jpg,0
id10043\9.wav,id10053\6.jpg,0
id10049\22.wav,id10049\2.jpg,1
id10053\3.wav,id10053\8.jpg,1
id10048\23.wav,id10035\20.jpg,0
id10008\15.wav,id10049\19.jpg,0
id10008\15.wav,id10025\5.jpg,0
id10050\1.wav,id10050\11.jpg,1
id10040\21.wav,id10040\24.jpg,1
id10040\13.wav,id10040\16.jpg,1
id10026\6.wav,id10026\7.jpg,1
id10032\21.wav,id10044\6.jpg,0
id10024\18.wav,id10024\1.jpg,1
id10009\17.wav,id10009\29.jpg,1
id10012\11.wav,id10012\5.jpg,1
id10036\5.wav,id10036\28.jpg,1
id10040\27.wav,id10040\14.jpg,1
id10007\30.wav,id10052\17.jpg,0
id10023\6.wav,id10023\24.jpg,1
id10034\16.wav,id10039\29.jpg,0
id10018\6.wav,id10018\26.jpg,1
id10041\12.wav,id10041\15.jpg,1
id10027\30.wav,id10011\9.jpg,0
id10040\2.wav,id10007\4.jpg,0
id10022\22.wav,id10014\29.jpg,0
id10046\2.wav,id10007\19.jpg,0
id10050\9.wav,id10043\17.jpg,0
id10054\3.wav,id10028\16.jpg,0
id10038\21.wav,id10038\17.jpg,1
id10011\3.wav,id10039\18.jpg,0
id10025\4.wav,id10025\24.jpg,1
id10053\5.wav,id10053\14.jpg,1
id10052\2.wav,id10052\15.jpg,1
id10041\19.wav,id10041\26.jpg,1
id10044\5.wav,id10035\19.jpg,0
id10010\13.wav,id10036\15.jpg,0
id10028\15.wav,id10021\4.jpg,0
id10017\21.wav,id10036\18.jpg,0
id10037\22.wav,id10037\18.jpg,1
id10023\19.wav,id10023\10.jpg,1
id10049\26.wav,id10008\8.jpg,0
id10055\9.wav,id10055\2.jpg,1
id10053\30.wav,id10033\3.jpg,0
id10047\21.wav,id10047\24.jpg,1
id10038\24.wav,id10038\21.jpg,1
id10053\12.wav,id10053\7.jpg,1
id10023\25.wav,id10031\1.jpg,0
id10019\7.wav,id10037\24.jpg,0
id10050\7.wav,id10030\28.jpg,0
id10045\20.wav,id10043\11.jpg,0
id10021\4.wav,id10009\21.jpg,0
id10029\26.wav,id10029\20.jpg,1
id10033\28.wav,id10050\4.jpg,0
id10016\20.wav,id10011\19.jpg,0
id10044\7.wav,id10044\18.jpg,1
id10014\21.wav,id10014\12.jpg,1
id10042\22.wav,id10032\19.jpg,0
id10026\10.wav,id10026\5.jpg,1
id10017\23.wav,id10016\9.jpg,0
id10048\7.wav,id10048\8.jpg,1
id10047\29.wav,id10047\9.jpg,1
id10048\17.wav,id10048\11.jpg,1
id10009\10.wav,id10009\16.jpg,1
